Organization name,Organization type,Publisher/Supplier,Year,Cost,Material,Resource type,Way of acquisition
Aalto University,University,Springer,2014,185158.0,Lecture Notes in Computer Science; Springer LINK,Full text materials; eBook package,FinELib consortium
Aalto University,University,Springer,2015,181274.0,Lecture Notes in Computer Science; Springer LINK,Full text materials; eBook package,FinELib consortium
Aalto University,University,SSRN,2011,947.0,Social Science Research Network,Other electronic service,Separate contract
Aalto University,University,SSRN,2012,925.0,Social Science Research Network,Other electronic service,Separate contract
Aalto University,University,SSRN,2013,1025.0,Social Science Research Network,Other electronic service,Separate contract
Aalto University,University,SSRN,2014,1009.0,Social Science Research Network,Other electronic service,Separate contract
Aalto University,University,SSRN,2015,1044.0,Social Science Research Network,Other electronic service,Separate contract
Aalto University,University,Suomen Standardisoimisliitto SFS,2010,24550.0,SFS Online,Reference resource,FinELib consortium
Aalto University,University,Suomen Standardisoimisliitto SFS,2011,25191.0,SFS Online,Reference resource,FinELib consortium; Separate contract
Aalto University,University,Suomen Standardisoimisliitto SFS,2012,25960.0,SFS Online,Reference resource,FinELib consortium; Separate contract
Aalto University,University,Suomen Standardisoimisliitto SFS,2013,26611.0,SFS Online,Reference resource,FinELib consortium; Separate contract
Aalto University,University,Suomen Standardisoimisliitto SFS,2014,27166.0,SFS Online,Reference resource,FinELib consortium; Separate contract
Aalto University,University,Suomen Standardisoimisliitto SFS,2015,28128.0,SFS Online,Reference resource,FinELib consortium; Separate contract
Aalto University,University,Swets,2010,301200.0,Lehtiä,Full text materials,Separate contract
Aalto University,University,Talentum,2010,4110.0,Talentum-lehtiarkisto,Full text materials,FinELib consortium
Aalto University,University,Talentum,2011,4110.0,Talentum-lehtiarkisto,Full text materials,FinELib consortium
Aalto University,University,Talentum,2012,4110.0,Talentum-lehtiarkisto,Full text materials,FinELib consortium
Aalto University,University,Talentum,2013,4232.0,Talentum-lehtiarkisto,Full text materials,FinELib consortium
Aalto University,University,Talentum,2014,4232.0,Talentum-lehtiarkisto,Full text materials,FinELib consortium
Aalto University,University,Talentum,2015,11453.0,Fokus Yritys; Talentum-lehtiarkisto,Full text materials; Reference resource,FinELib consortium
Aalto University,University,Taylor & Francis,2010,991.0,Lehtiä,Full text materials,Separate contract
Aalto University,University,Taylor & Francis,2012,1088.0,Lehtiä,Full text materials,Separate contract
Aalto University,University,Taylor & Francis,2014,109301.0,Taylor & Francis Online Journal Library,Full text materials,FinELib consortium
Aalto University,University,Taylor & Francis,2015,115438.0,Taylor & Francis Online Journal Library,Full text materials,FinELib consortium
Aalto University,University,Thomson Reuters,2010,56409.0,Web of Science,Reference database,FinELib consortium
Aalto University,University,Thomson Reuters,2011,55732.0,Web of Science,Reference database,FinELib consortium
Aalto University,University,Thomson Reuters,2012,62599.0,Web of Science,Reference database,FinELib consortium
Aalto University,University,Thomson Reuters,2013,74084.0,Web of Science,Reference database,FinELib consortium
Aalto University,University,Thomson Reuters,2014,76839.0,Conference Proceedings Citation Index; Essential Science Indicators; Web of Science,Reference database,FinELib consortium
Aalto University,University,Thomson Reuters,2015,95456.0,Conference Proceedings Citation Index; Essential Science Indicators; Web of Science,Reference database,FinELib consortium
Aalto University,University,Tilastokeskus,2010,10769.0,Altika; Astika; Suomen tilastollinen vuosikirja,Other; Reference resource,FinELib consortium
Aalto University,University,Tilastokeskus,2011,8970.0,Altika; Astika; Suomen tilastollinen vuosikirja,Other; Reference resource,FinELib consortium
Aalto University,University,Tilastokeskus,2012,8970.0,Altika; Astika; Suomen tilastollinen vuosikirja,Other; Reference resource,FinELib consortium
Aalto University,University,Tilastokeskus,2013,5057.0,Astika; Suomen tilastollinen vuosikirja,Other; Reference resource,FinELib consortium
Aalto University,University,Tilastokeskus,2014,4920.0,Astika,Reference resource,Separate contract
Aalto University,University,Tutkimus- ja Analysointikeskus TAK,2011,1488.0,Rusgate,Full text materials,Separate contract
Aalto University,University,Tutkimus- ja Analysointikeskus TAK,2012,1488.0,Rusgate,Full text materials,Separate contract
Aalto University,University,Tutkimus- ja Analysointikeskus TAK,2013,1488.0,Rusgate,Full text materials,Separate contract
Aalto University,University,Tutkimus- ja Analysointikeskus TAK,2014,1488.0,Rusgate,Full text materials,Separate contract
Aalto University,University,UN Publ.,2011,3375.0,Comtrade,Other electronic service,Separate contract
Aalto University,University,UN Publ.,2012,3409.0,Comtrade,Other electronic service,Separate contract
Aalto University,University,UN Publ.,2013,3466.0,Comtrade,Other electronic service,Separate contract
Aalto University,University,UN Publ.,2014,3423.0,Comtrade,Other electronic service,Separate contract
Aalto University,University,UN Publ.,2015,3381.0,Comtrade,Other electronic service,Separate contract
Aalto University,University,Wiley,2010,182058.0,Wiley-Blackwell,Full text materials,FinELib consortium
Aalto University,University,Wiley,2011,194618.0,Wiley-Blackwell,Full text materials,FinELib consortium
Aalto University,University,Wiley,2012,246300.0,Wiley-Blackwell,Full text materials,FinELib consortium
Aalto University,University,Wiley,2013,270386.0,Wiley-Blackwell,Full text materials,FinELib consortium
Aalto University,University,Wiley,2014,256965.0,Wiley-Blackwell,Full text materials,FinELib consortium
Aalto University,University,Wiley,2015,267882.0,Wiley-Blackwell,Full text materials,FinELib consortium
Aalto University,University,Wolters Kluwer Health,2010,981.0,FIAF International Film Archive,Reference database,FinELib consortium
Aalto University,University,World Global Style Network (WGSN),2012,5852.0,WGSN,Other electronic service,Separate contract
Aalto University,University,World Global Style Network (WGSN),2013,5078.0,WGSN,Other electronic service,Separate contract
Aalto University,University,World Global Style Network (WGSN),2014,5166.0,WGSN,Other electronic service,Separate contract
Aalto University,University,World Global Style Network (WGSN),2015,5696.0,WGSN,Other electronic service,Separate contract
Aalto University,University,WSOY,2010,6653.0,Yritysonline,Reference resource,FinELib consortium
Aalto University,University,WSOY,2011,6093.0,Yritysonline,Reference resource,FinELib consortium
Aalto University,University,WSOY,2012,6093.0,Yritysonline,Reference resource,FinELib consortium
Aalto University,University,VTT,2010,5952.0,PaperBase,Reference database,Separate contract
Aalto University,University,VTT,2011,6000.0,PaperBase,Reference database,Separate contract
Aalto University,University,VTT,2012,6000.0,PaperBase,Reference database,Separate contract
Aalto University,University,VTT,2013,6600.0,PaperBase,Reference database,Separate contract
Aalto University,University,VTT,2014,3300.0,PaperBase,Reference database,Separate contract
Arcada University of Applied Sciences,University of applied sciences,Association for Computer Machinery (ACM),2010,3476.0,ACM,Full text materials,FinELib consortium
Arcada University of Applied Sciences,University of applied sciences,Association for Computer Machinery (ACM),2014,3644.0,ACM,Full text materials,FinELib consortium
Arcada University of Applied Sciences,University of applied sciences,Duodecim,2010,3831.0,Terveysportti,Reference database,Separate contract
Arcada University of Applied Sciences,University of applied sciences,Duodecim,2011,3923.0,Terveysportti,Reference database,Separate contract
Arcada University of Applied Sciences,University of applied sciences,Duodecim,2012,4247.0,Terveysportti,Reference database,Separate contract
Arcada University of Applied Sciences,University of applied sciences,Duodecim,2013,3871.0,Terveysportti,Reference database,Separate contract
Arcada University of Applied Sciences,University of applied sciences,Duodecim,2014,4391.0,Terveysportti,Reference database,Separate contract
Arcada University of Applied Sciences,University of applied sciences,Duodecim,2015,4698.0,Terveysportti,Reference database,Separate contract
Arcada University of Applied Sciences,University of applied sciences,Ebsco,2010,7193.0,Cinahl; EBSCO-ASE; EBSCO-SportDiscus,Full text materials; Reference database,FinELib consortium
Arcada University of Applied Sciences,University of applied sciences,Ebsco,2011,6959.0,Cinahl; EBSCO-ASE; EBSCO-SportDiscus,Full text materials; Reference database,FinELib consortium
Arcada University of Applied Sciences,University of applied sciences,Ebsco,2012,7410.0,Cinahl; EBSCO-ASE; EBSCO-SportDiscus,Full text materials; Reference database,FinELib consortium
Arcada University of Applied Sciences,University of applied sciences,Ebsco,2013,7815.0,Cinahl; EBSCO-ASE; EBSCO-SportDiscus,Full text materials; Reference database,FinELib consortium
Arcada University of Applied Sciences,University of applied sciences,Ebsco,2014,7747.0,Cinahl; EBSCO-ASE; EBSCO-SportDiscus,Full text materials; Reference database,FinELib consortium
Arcada University of Applied Sciences,University of applied sciences,Ebsco,2015,9512.0,Cinahl; EBSCO-ASE; EBSCO-SportDiscus,Full text materials; Reference database,FinELib consortium
Arcada University of Applied Sciences,University of applied sciences,Edita Publishing,2010,579.0,EDILEX,Reference resource,FinELib consortium
Arcada University of Applied Sciences,University of applied sciences,Edita Publishing,2011,579.0,EDILEX,Reference resource,FinELib consortium
Arcada University of Applied Sciences,University of applied sciences,Edita Publishing,2012,579.0,EDILEX,Reference resource,FinELib consortium
Arcada University of Applied Sciences,University of applied sciences,Edita Publishing,2013,579.0,EDILEX,Reference resource,FinELib consortium
Arcada University of Applied Sciences,University of applied sciences,Edita Publishing,2014,614.0,EDILEX,Reference resource,FinELib consortium
Arcada University of Applied Sciences,University of applied sciences,Edita Publishing,2015,614.0,EDILEX,Reference resource,FinELib consortium
Arcada University of Applied Sciences,University of applied sciences,Elib,2011,1388.0,Elib,eBook package,Separate contract
