Organisaation nimi,Organisaation tyyppi,Kustantaja/Välittäjä,Vuosi,Hinta,Aineisto,Aineistotyyppi,Hankintatapa
Aalto-yliopisto,Yliopisto,LexisNexis,2013,14533.0,LexisNexis,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,LexisNexis,2014,15281.0,LexisNexis,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,LexisNexis,2015,16045.0,LexisNexis,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,LexisNexis,2016,16847.0,Lexisnexis,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,LM Tietopalvelut,2010,4180.0,HighWire; PressDisplay,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,LM Tietopalvelut,2011,4042.0,HighWire; PressDisplay,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,LM Tietopalvelut,2012,4775.0,HighWire; PressDisplay,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,LM Tietopalvelut,2013,4278.0,HighWire; PressDisplay,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,LM Tietopalvelut,2014,4471.0,HighWire; PressDisplay,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,LM Tietopalvelut,2015,4874.0,HighWire; PressDisplay,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,LM Tietopalvelut,2016,244864.0,Highwire; Yksittäisiä lehtitilauksia,Kokotekstiaineisto,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,LM Tietopalvelut,2017,234356.0,Highwire; Yksittäisiä lehtitilauksia,Kokotekstiaineisto,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,Marketing Science Institute,2010,240.0,MSI Reports,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,Marketing Science Institute,2011,373.0,MSI Reports,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,Marketing Science Institute,2013,263.0,MSI Reports,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,Marketing Science Institute,2014,264.0,MSI Reports,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,Mary Ann Liebert Inc,2016,6912.0,Mary Ann Liebert journal collection,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,Mary Ann Liebert Inc,2017,7274.0,Mary Ann Liebert journal collection,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,Material ConneXion,2011,2692.0,Material ConneXion,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Material ConneXion,2012,4382.0,Material ConneXion,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Material ConneXion,2014,3029.0,Material ConneXion,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Material ConneXion,2015,3751.0,Material ConneXion,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Material ConneXion,2016,3772.0,MaterialConnection,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Material ConneXion,2017,3773.0,Material ConneXion,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,M-Brain Insight,2016,1704.0,HS Digi,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,M-Brain Insight,2017,1704.0,HS Digi,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,National Bureau of Economic Research (NBER),2010,649.0,NBER Working Papers,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,National Bureau of Economic Research (NBER),2011,674.0,NBER Working Papers,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,National Bureau of Economic Research (NBER),2012,686.0,NBER Working Papers,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,National Bureau of Economic Research (NBER),2013,700.0,NBER Working Papers,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,National Bureau of Economic Research (NBER),2014,734.0,NBER Working Papers,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,National Bureau of Economic Research (NBER),2015,743.0,NBER Working Papers,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,National Bureau of Economic Research (NBER),2016,919.0,NBER full subscription,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,National Bureau of Economic Research (NBER),2017,1029.0,National Bureau of Economic Research (NBER) full subscription,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,Nature Publishing Group,2010,28333.0,Nature Journal; Nature Research,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Nature Publishing Group,2011,46991.0,Nature Chemistry; Nature Journal; Nature Methods; Nature Research; Nature Reviews,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Nature Publishing Group,2012,49812.0,Nature Chemistry; Nature Journal; Nature Methods; Nature Research; Nature Reviews,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Nature Publishing Group,2013,52801.0,Nature Chemistry; Nature Journal; Nature Methods; Nature Research; Nature Reviews,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Nature Publishing Group,2014,55969.0,Nature Chemistry; Nature Journal; Nature Methods; Nature Research; Nature Reviews,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Nature Publishing Group,2015,58208.0,Nature Chemistry; Nature Journal; Nature Methods; Nature Research; Nature Reviews,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Nature Publishing Group,2016,63672.0,Nature Chemistry; Nature Energy; Nature Journal; Nature Methods; Nature Research; Nature Reviews,Kokotekstiaineisto,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,Nature Publishing Group,2017,66147.0,Nature Chemistry; Nature Energy; Nature Journal; Nature Methods; Nature Research; Nature Reviews,Kokotekstiaineisto,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,OECD,2010,10047.0,OECD iLibrary,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,OECD,2011,10260.0,OECD iLibrary,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,OECD,2012,10517.0,OECD iLibrary,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,OECD,2013,10734.0,OECD iLibrary,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,OECD,2014,10916.0,OECD iLibrary,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,OECD,2015,5081.0,OECD iLibrary,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,OECD,2016,5157.0,OECD iLibrary,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,OECD,2017,5235.0,OECD iLibrary,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Ovid,2010,4119.0,Cab Abstracts 1973+,Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Ovid,2011,4060.0,Cab Abstracts 1973+,Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Ovid,2012,4571.0,Cab Abstracts 1973+,Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Ovid,2013,5535.0,Cab Abstracts 1973+,Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Ovid,2014,5754.0,Cab Abstracts 1973+,Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Ovid,2015,7296.0,Cab Abstracts 1973+,Viitetietokanta,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Ovid,2016,11084.0,Cab Abstracts 1973+; Neurology,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,Ovid,2017,23962.0,Cab Abstracts; Neurology; PsycArticles,Kokotekstiaineisto; Viitetietokanta,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,Oxford University Press (OUP),2010,3080.0,Grove Art Online; Oxford English Dictionary; Oxford Reference Online,Hakuteos; Sanakirja,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Oxford University Press (OUP),2011,3102.0,Grove Art Online; Oxford English Dictionary; Oxford Reference Online,Hakuteos; Sanakirja,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Oxford University Press (OUP),2012,3390.0,Grove Art Online; Oxford English Dictionary; Oxford Reference Online,Hakuteos; Sanakirja,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Oxford University Press (OUP),2013,3866.0,Grove Art Online; Oxford English Dictionary; Oxford Reference Online,Hakuteos; Sanakirja,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Oxford University Press (OUP),2014,4194.0,Grove Art Online; Oxford English Dictionary; Oxford Reference Online,Hakuteos; Sanakirja,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Oxford University Press (OUP),2015,4797.0,Grove Art Online; Oxford English Dictionary; Oxford Reference Online,Hakuteos; Sanakirja,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Oxford University Press (OUP),2016,2237.0,Oxford English Dictionary; Oxford Reference Online,Hakuteos; Sanakirja,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Oxford University Press (OUP),2017,2160.0,Oxford English Dictionary; Oxford Reference Online,Hakuteos; Sanakirja,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Palgrave Macmillan,2012,998.0,New Palgrave Dictionary,Hakuteos,Oma sopimus
Aalto-yliopisto,Yliopisto,Palgrave Macmillan,2013,1018.0,New Palgrave Dictionary,Hakuteos,Oma sopimus
Aalto-yliopisto,Yliopisto,Pira International,2010,1680.0,Pira,Viitetietokanta,Oma sopimus
Aalto-yliopisto,Yliopisto,Pira International,2011,1718.0,Pira,Viitetietokanta,Oma sopimus
Aalto-yliopisto,Yliopisto,Pira International,2012,1796.0,Pira,Viitetietokanta,Oma sopimus
Aalto-yliopisto,Yliopisto,ProQuest,2010,81217.0,Art and Humanities Full Text; Avery Index to Architectural Periodicals; Business Suite; CSA Complete Collection; Dissertations & Theses; Early English Books Online; Ebrary Academic Complete; FIAF Plus; International Bibliography of Art; Papers Invited; Periodicals Index Online; Polymer Library; Proquest Education Journals; PsycArticles; RefWorks; Safari Technical Books Online; The Vogue Archive; Ulrichsweb,E-kirjapaketti; Kokotekstiaineisto; Muu elektroninen palvelu; Viitetietokanta,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,ProQuest,2011,117141.0,Art and Humanities Full Text; Avery Index to Architectural Periodicals; Business Suite; CSA Complete Collection; Dissertations & Theses; Early English Books Online; Ebrary Academic Complete; Econlit; FIAF Plus; International Bibliography of Art; Periodicals Index Online; Polymer Library; Proquest Education Journals; PsycArticles; RefWorks; Safari Technical Books Online; The Vogue Archive; Ulrichsweb,E-kirjapaketti; Kokotekstiaineisto; Muu elektroninen palvelu; Viitetietokanta,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,ProQuest,2012,87264.0,Art and Humanities Full Text; Avery Index to Architectural Periodicals; CSA Complete Collection; Dissertations & Theses; Early English Books Online; Ebrary Academic Complete; Econlit; FIAF Plus; International Bibliography of Art; Periodicals Index Online; Polymer Library; ProQuest Central; Proquest Education Journals; PsycArticles; RefWorks; Safari Technical Books Online; The Vogue Archive; Ulrichsweb,E-kirjapaketti; Kokotekstiaineisto; Muu elektroninen palvelu; Viitetietokanta,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,ProQuest,2013,104474.0,Art and Humanities Full Text; Avery Index to Architectural Periodicals; CSA Complete Collection; Dissertations & Theses; Early English Books Online; Ebrary Academic Complete; FIAF Plus; International Bibliography of Art; Periodicals Index Online; Polymer Library; ProQuest Central; Proquest Education Journals; PsycArticles; RefWorks; Safari Technical Books Online; The Vogue Archive,E-kirjapaketti; Kokotekstiaineisto; Muu elektroninen palvelu; Viitetietokanta,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,ProQuest,2014,107122.0,Art and Humanities Full Text; Avery Index to Architectural Periodicals; CSA Complete Collection; Dissertations & Theses; Early English Books Online; Ebrary Academic Complete; FIAF Plus; Periodicals Index Online; Polymer Library; ProQuest Central; Proquest Education Journals; PsycArticles; RefWorks; Safari Technical Books Online; The Vogue Archive; Ulrichsweb,E-kirjapaketti; Kokotekstiaineisto; Muu elektroninen palvelu; Viitetietokanta,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,ProQuest,2015,117983.0,Art and Humanities Full Text; CSA Complete Collection; Dissertations & Theses; Early English Books Online; Ebrary Academic Complete; FIAF Plus; Periodicals Index Online; ProQuest Central; Proquest Education Journals; PsycArticles; RefWorks; Safari Technical Books Online; The Vogue Archive; Ulrichsweb,E-kirjapaketti; Kokotekstiaineisto; Muu elektroninen palvelu; Viitetietokanta,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,ProQuest,2016,90169.0,Arts & Humanities Database; Ebrary; Econlit; Education Database; FIAF; PQDT Global; ProQuest Central; ProQuest Complete Collection; PsycArticles; RefWorks; Safari; Ulrichsweb; Vogue Archive,E-kirjapaketti; Kokotekstiaineisto; Muu elektroninen palvelu; Viitetietokanta,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,ProQuest,2017,124964.0,Art and Humanities FT; Ebook Central; Econlit; FIAF; PQDT Global; ProQuest Central; ProQuest Complete Collection; ProQuest Education Journals; RefWorks; Safari; The Vogue Archive; Ulrichsweb,E-kirjapaketti; Kokotekstiaineisto; Muu elektroninen palvelu; Viitetietokanta,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,PSK Standardisointiyhdistys,2010,500.0,PSK standardit,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,PSK Standardisointiyhdistys,2011,500.0,PSK standardit,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,PSK Standardisointiyhdistys,2012,500.0,PSK standardit,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,PSK Standardisointiyhdistys,2013,500.0,PSK standardit,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,PSK Standardisointiyhdistys,2014,500.0,PSK standardit,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,PSK Standardisointiyhdistys,2015,500.0,PSK standardit,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,PSK Standardisointiyhdistys,2016,500.0,PSK:n jäsenmaksu,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,PSK Standardisointiyhdistys,2017,500.0,PSK:n jäsenmaksu,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Rakennustieto,2010,3069.0,LVI-Ratu ja RT-kortistot,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Rakennustieto,2011,1321.0,LVI-Ratu ja RT-kortistot,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Rakennustieto,2012,2402.0,LVI-Ratu ja RT-kortistot,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Rakennustieto,2013,2714.0,LVI-Ratu ja RT-kortistot,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Rakennustieto,2014,2878.0,LVI-Ratu ja RT-kortistot,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Rakennustieto,2015,3031.0,LVI-Ratu ja RT-kortistot,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Rakennustieto,2016,3151.0,KH Net; LVI Net; RT Net; Ratu Net,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Rakennustieto,2017,4292.0,Infra Net; KH Net; LVI Net; RT Net; Ratu Net,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Royal Society of Chemistry (RSC),2016,55292.0,RSC Gold,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,Royal Society of Chemistry (RSC),2017,49237.0,RSC Journals,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,SAGE Publications,2010,15461.0,SAGE Management & Organization Studies,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,SAGE Publications,2011,41029.0,SAGE Premier,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,SAGE Publications,2012,91170.0,SAGE Premier; SAGE Research Methods Online,Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,SAGE Publications,2013,90525.0,SAGE Premier; SAGE Research Methods Online,Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,SAGE Publications,2014,98711.0,SAGE Premier; SAGE Research Methods Online,Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,SAGE Publications,2015,109384.0,SAGE Premier; SAGE Research Methods Online,Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,SAGE Publications,2016,108239.0,SAGE Premier; SAGE Research Methods Online,Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,SAGE Publications,2017,101313.0,SAGE Premier; SAGE Research Methods,Hakuteos; Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Sanoma,2013,5839.0,Yritysonline,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Sanoma,2014,5839.0,Yritysonline,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,SCOAP3,2014,1696.0,SCOAP3,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,SCOAP3,2015,1696.0,SCOAP3,Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,SCOAP3,2017,1643.0,SCOAP3,Muu elektroninen palvelu,FinELib-konsortio
Aalto-yliopisto,Yliopisto,SNL Financial,2016,5000.0,SNL Real Estate,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,SNL Financial,2017,5250.0,SNL Real Estate,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Social Science Electronic Publishing,2011,947.0,Social Science Research Network,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Social Science Electronic Publishing,2012,925.0,Social Science Research Network,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Social Science Electronic Publishing,2013,1025.0,Social Science Research Network,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Social Science Electronic Publishing,2014,1009.0,Social Science Research Network,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Social Science Electronic Publishing,2015,1044.0,Social Science Research Network,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Social Science Electronic Publishing,2016,1359.0,Social Science Research Network,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Social Science Electronic Publishing,2017,1288.0,Social Science Research Network,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,SPARC,2017,1500.0,SPARC,Muu elektroninen palvelu,FinELib-konsortio
Aalto-yliopisto,Yliopisto,SPIE,2012,19034.0,SPIE books; SPIE journals,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,SPIE,2013,18518.0,SPIE books; SPIE journals,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,SPIE,2014,20755.0,SPIE books; SPIE journals,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,SPIE,2015,19103.0,SPIE books; SPIE journals,Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,SPIE,2016,24293.0,SPIE; SPIE eBooks,E-kirjapaketti; Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,SPIE,2017,24598.0,SPIE Books; SPIE journals,E-kirjapaketti; Kokotekstiaineisto,Oma sopimus
Aalto-yliopisto,Yliopisto,Springer,2010,131940.0,Lecture Notes in Computer Science; Springer LINK,E-kirjapaketti; Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Springer,2011,137183.0,Lecture Notes in Computer Science; Springer LINK,E-kirjapaketti; Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Springer,2012,172500.0,Lecture Notes in Computer Science; Springer LINK,E-kirjapaketti; Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Springer,2013,179025.0,Lecture Notes in Computer Science; Springer LINK,E-kirjapaketti; Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Springer,2014,185158.0,Lecture Notes in Computer Science; Springer LINK,E-kirjapaketti; Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Springer,2015,181274.0,Lecture Notes in Computer Science; Springer LINK,E-kirjapaketti; Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Springer,2016,187093.0,Lecture Notes in Computer Science; Springer LINK,E-kirjapaketti; Kokotekstiaineisto,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Springer,2017,226601.0,Lecture Notes in Computer Science; Springer LINK; Springer e-kirjapaketti,E-kirjapaketti; Kokotekstiaineisto,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,Statista GmbH,2017,1383.0,Statista,Muu elektroninen palvelu,Oma sopimus
Aalto-yliopisto,Yliopisto,Suomen Standardisoimisliitto SFS,2010,24550.0,SFS Online,Hakuteos,FinELib-konsortio
Aalto-yliopisto,Yliopisto,Suomen Standardisoimisliitto SFS,2011,25191.0,SFS Online,Hakuteos,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,Suomen Standardisoimisliitto SFS,2012,25960.0,SFS Online,Hakuteos,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,Suomen Standardisoimisliitto SFS,2013,26611.0,SFS Online,Hakuteos,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,Suomen Standardisoimisliitto SFS,2014,27166.0,SFS Online,Hakuteos,FinELib-konsortio; Oma sopimus
Aalto-yliopisto,Yliopisto,Suomen Standardisoimisliitto SFS,2015,28128.0,SFS Online,Hakuteos,FinELib-konsortio; Oma sopimus
